ticker,name,close,free_cash_flow_ttm
NYSE:TBB,TBB,23.2450,"$19,956,000,000"
NYSE:T/PC,T/PC,19.9000,"$19,956,000,000"
OTC:IDEXF,IDEXF,56.5000,
NYSE:NEE,NEE,84.6400,"$3,735,000,000"
NYSE:SCHW,SCHW,94.6800,
NYSE:SCHW/PD,SCHW/PD,25.3161,
NYSE:SCHW/PJ,SCHW/PJ,19.9800,
NYSE:NEE/PS,NEE/PS,54.1050,"$3,735,000,000"
NYSE:NEE/PT,NEE/PT,51.3600,"$3,735,000,000"
OTC:ESLOF,ESLOF,366.3400,"$4,363,274,960"
NYSE:BA,BA,220.8400,"$-8,544,000,000"
OTC:SBGSF,SBGSF,295.0000,"$4,949,913,980"
NASDAQ:BKNG,BKNG,5090.0000,"$9,240,000,000"
NYSE:BA/PA,BA/PA,70.5800,"$-8,544,000,000"
OTC:DTEGF,DTEGF,33.6300,"$35,066,406,320"
NYSE:VZ,VZ,38.8001,"$20,128,000,000"
NYSE:APH,APH,133.9400,"$3,556,900,000"
NYSE:GEV,GEV,593.7400,"$2,473,000,000"
NYSE:TJX,TJX,142.7700,"$4,041,000,000"
NYSE:DHR,DHR,223.1939,"$5,017,000,000"
NASDAQ:AMGN,AMGN,291.3800,"$10,605,000,000"
OTC:MBFJF,MBFJF,13.8295,
NASDAQ:KLAC,KLAC,1185.2650,"$3,741,694,000"
OTC:XIACF,XIACF,5.9500,
NASDAQ:TXN,TXN,169.5300,"$2,080,000,000"
NYSE:ACN,ACN,247.8500,"$10,874,360,000"
OTC:ALIZF,ALIZF,397.8400,
OTC:CILJF,CILJF,3.1450,
OTC:CIHHF,CIHHF,6.4000,"$17,121,419,449"
NYSE:BSX,BSX,101.5750,
NYSE:SPGI,SPGI,490.5400,"$5,411,000,000"
OTC:UNLYF,UNLYF,61.0700,"$7,098,638,371"
NASDAQ:GILD,GILD,120.2700,"$9,369,000,000"
NASDAQ:ADBE,ADBE,354.4000,"$9,599,000,000"
NYSE:ETN,ETN,378.7450,"$3,275,000,000"
NASDAQ:PANW,PANW,217.5500,"$3,469,800,000"
OTC:PROSF,PROSF,67.1000,"$1,875,501,326"
OTC:SAFRF,SAFRF,351.5120,"$4,808,555,180"
OTC:BCDRF,BCDRF,9.7940,
NYSE:SYK,SYK,379.5900,"$4,024,000,000"
NYSE:COF,COF,223.9800,"$18,224,000,000"
NYSE:COF/PL,COF/PL,17.8109,"$18,224,000,000"
NYSE:COF/PK,COF/PK,18.9200,"$18,224,000,000"
NYSE:COF/PN,COF/PN,17.7800,"$18,224,000,000"
NYSE:COF/PI,COF/PI,20.3000,"$18,224,000,000"
NYSE:COF/PJ,COF/PJ,19.5021,"$18,224,000,000"
NYSE:PFE,PFE,24.7450,"$12,438,000,000"
OTC:HTHIF,HTHIF,30.5900,"$8,359,628,409"
OTC:BHPLF,BHPLF,27.5000,"$9,633,923,293"
NYSE:TD,TD,80.9500,"$4,214,415,029"
NASDAQ:HONIV,HONIV,206.0000,"$6,164,000,000"
OTC:PIAIF,PIAIF,7.0000,"$104,010,864,920"
NYSE:LOW,LOW,244.3700,"$7,688,000,000"
NASDAQ:HON,HON,214.8100,"$6,164,000,000"
NYSE:SPOT,SPOT,666.1900,"$3,122,725,800"
OTC:TTFNF,TTFNF,62.3900,"$12,441,410,933"
OTC:ABLZF,ABLZF,73.7160,"$4,420,645,242"
NASDAQ:CRWD,CRWD,525.7000,"$1,037,934,000"
OTC:IBDSF,IBDSF,19.9450,
NYSE:UNP,UNP,216.7900,"$6,013,000,000"
NYSE:PGR,PGR,218.1200,
NYSE:DE,DE,471.5100,"$4,101,000,000"
OTC:BYDDF,BYDDF,13.4610,"$2,881,327,120"
OTC:RLLCF,RLLCF,0.0035,"$4,596,134,400"
NASDAQ:HOOD,HOOD,138.9900,"$876,000,000"
OTC:RYCEF,RYCEF,14.6680,"$4,596,134,400"
OTC:SNYNF,SNYNF,100.9660,"$11,716,288,540"
OTC:DBSDF,DBSDF,43.3400,"$4,981,515,700"
OTC:BUDFF,BUDFF,61.2400,"$12,673,480,782"
NYSE:UBS,UBS,38.0900,"$-9,536,662,995"
NASDAQ:CEG,CEG,388.0300,"$-2,398,000,000"
OTC:RTNTF,RTNTF,85.0000,"$5,620,175,067"
NYSE:MDT,MDT,93.4200,"$5,303,000,000"
OTC:PLDGP,PLDGP,56.7500,
OTC:FRCOF,FRCOF,380.5000,"$2,917,852,041"
OTC:CHDRF,CHDRF,662.1250,"$17,921,939,860"
OTC:RTPPF,RTPPF,69.4800,"$5,843,460,068"
OTC:CFRHF,CFRHF,200.5625,"$3,602,373,611"
NASDAQ:ADI,ADI,237.5200,"$3,678,400,000"
OTC:ZIJMF,ZIJMF,4.2900,"$6,218,247,450"
OTC:AIQUF,AIQUF,199.8500,"$3,003,874,500"
NYSE:BN,BN,46.4400,"$-1,295,891,218"
NASDAQ:ADP,ADP,281.8900,"$4,771,000,000"
OTC:BBVXF,BBVXF,19.7650,"$79,112,630,410"
OTC:IITSF,IITSF,6.3900,
OTC:BROXF,BROXF,15.0000,"$-1,295,891,218"
OTC:BAMGF,BAMGF,14.1813,"$-1,295,891,218"
OTC:BTAFF,BTAFF,51.5720,"$10,009,084,800"
NYSE:CB,CB,281.7250,
NYSE:LMT,LMT,484.6100,"$4,593,000,000"
OTC:UNCFF,UNCFF,71.5450,
NASDAQ:DASH,DASH,259.8450,"$1,713,000,000"
NYSE:COP,COP,88.7300,"$6,923,000,000"
NASDAQ:MELI,MELI,2160.9700,"$5,794,567,510"
NYSE:KKR,KKR,122.6600,"$6,642,505,000"
NYSE:MO,MO,64.6650,"$8,728,000,000"
NASDAQ:VRTX,VRTX,423.5500,"$3,499,700,000"
NASDAQ:CMCSA,CMCSA,29.3250,"$19,453,000,000"
NYSE:CCZ,CCZ,59.0000,
NYSE:KKR/PD,KKR/PD,50.5600,"$6,642,505,000"
NYSE:KKRT,KKRT,25.6800,"$6,642,505,000"
NYSE:HCA,HCA,457.3150,"$7,292,000,000"
NYSE:DELL,DELL,158.9200,"$4,860,000,000"
NYSE:SO,SO,96.4800,"$-1,731,000,000"
NYSE:SOJC,SOJC,23.0500,"$-1,731,000,000"
NYSE:SOJD,SOJD,21.2300,"$-1,731,000,000"
NYSE:SOJF,SOJF,25.9800,"$-1,731,000,000"
NYSE:SOJE,SOJE,18.7500,"$-1,731,000,000"
NYSE:SCCO,SCCO,129.7200,"$3,463,000,000"
OTC:SMFNF,SMFNF,27.0900,
OTC:ZFSVF,ZFSVF,735.9240,"$17,559,749,694"
NYSE:CVS,CVS,81.6550,"$4,780,000,000"
OTC:EBBNF,EBBNF,24.4500,"$4,282,869,499"
OTC:EBBGF,EBBGF,24.5000,"$4,282,869,499"
OTC:EBGEF,EBGEF,24.7500,"$4,282,869,499"
OTC:ENNPF,ENNPF,17.2227,"$4,282,869,499"
OTC:EBRGF,EBRGF,14.5187,"$4,282,869,499"
OTC:SMEGF,SMEGF,120.5625,"$4,138,278,870"
NYSE:NKE,NKE,69.1150,"$3,009,000,000"
NYSE:ENB,ENB,46.8400,"$4,282,869,499"
OTC:IVSBF,IVSBF,33.0000,"$1,958,302,800"
OTC:ESOCF,ESOCF,9.8800,"$5,588,384,560"
NYSE:MCK,MCK,804.4106,"$6,005,000,000"
OTC:NTDOF,NTDOF,85.9380,
NYSE:DUK,DUK,128.0400,"$-538,000,000"
OTC:ENBMF,ENBMF,15.0000,"$4,282,869,499"
NYSE:DUK/PA,DUK/PA,25.1700,"$-538,000,000"
NYSE:DUKB,DUKB,24.7000,"$-538,000,000"
OTC:MHVYF,MHVYF,29.1700,"$3,427,387,209"
NASDAQ:SBUX,SBUX,86.0300,"$2,253,600,000"
NYSE:PH,PH,772.2000,"$3,341,000,000"
OTC:IVSXF,IVSXF,31.7800,"$1,958,302,800"
NASDAQ:CME,CME,269.4000,
OTC:AXAHF,AXAHF,45.4500,"$23,703,514,780"
NYSE:RACE,RACE,409.6800,"$2,183,193,604"
NASDAQ:CDNS,CDNS,349.8900,"$1,585,090,000"
OTC:KYCCF,KYCCF,392.6800,
NYSE:TT,TT,426.4500,"$2,805,736,440"
OTC:AAIGF,AAIGF,8.9980,"$4,210,294,589"
NYSE:NEM,NEM,84.9800,"$6,122,000,000"
OTC:RNMBF,RNMBF,2028.6250,"$453,526,150"
NYSE:GD,GD,344.7600,"$4,130,000,000"
NYSE:MMC,MMC,187.2300,"$4,825,000,000"
OTC:MSBHF,MSBHF,24.1150,"$7,380,722,862"
NYSE:ICE,ICE,158.1450,"$4,458,000,000"
NYSE:RBLX,RBLX,130.4850,"$941,857,000"
NYSE:BMO,BMO,126.2000,"$-13,053,932,219"
NYSE:MMM,MMM,168.5100,"$1,588,000,000"
OTC:NPPXF,NPPXF,1.0500,"$3,734,535,105"
NASDAQ:COIN,COIN,347.7200,"$2,808,783,000"
OTC:BMYMP,BMYMP,730.0000,"$14,578,000,000"
NYSE:BMY,BMY,43.6950,"$14,578,000,000"
OTC:BPAQF,BPAQF,5.7500,"$9,123,552,005"
OTC:TOELF,TOELF,192.7360,"$1,831,611,501"
NYSE:BAM,BAM,54.6800,"$983,720,279"
OTC:WEBNF,WEBNF,25.8200,"$1,373,526,000"
OTC:BNPQF,BNPQF,79.0000,"$19,158,829,360"
NASDAQ:SNPS,SNPS,471.9484,"$1,302,391,000"
OTC:GLAXF,GLAXF,21.7800,"$8,188,752,000"
NYSE:MCO,MCO,487.8500,"$2,398,000,000"
NYSE:SNOW,SNOW,257.8800,"$751,329,000"
NYSE:WM,WM,214.8600,"$2,163,000,000"
OTC:MGCOF,MGCOF,11.5780,"$8,389,587,614"
NYSE:RCL,RCL,316.8700,"$3,587,000,000"
OTC:SNPMF,SNPMF,0.5311,"$8,438,314,256"
NYSE:NOC,NOC,598.1700,"$1,834,000,000"
OTC:ATLPF,ATLPF,18.0000,"$3,346,757,700"
NYSE:SHW,SHW,336.4400,"$2,154,600,000"
NASDAQ:ORLY,ORLY,98.0600,"$1,562,734,000"
NYSE:AEM,AEM,163.9700,"$3,149,594,084"
OTC:RLXXF,RLXXF,45.0950,"$3,805,401,600"
OTC:MURGF,MURGF,626.1010,
NASDAQ:MSTR,MSTR,287.3300,"$-133,633,000"
NYSE:CRH,CRH,120.6550,"$2,171,676,610"
OTC:NNFSF,NNFSF,7.2100,"$1,206,437,786"
NYSE:CI,CI,303.1100,"$3,944,000,000"
NASDAQ:STRK,STRK,88.3900,"$-133,633,000"
NASDAQ:STRD,STRD,79.3200,"$-133,633,000"
NASDAQ:STRF,STRF,110.2288,"$-133,633,000"
NASDAQ:STRC,STRC,98.7099,"$-133,633,000"
AMEX:HWM/P,HWM/P,63.7900,"$1,018,000,000"
OTC:NGGTF,NGGTF,16.2500,"$-4,435,011,000"
OTC:ADTTF,ADTTF,110.0000,"$1,983,561,723"
NYSE:BNS,BNS,64.7600,"$7,697,677,049"
OTC:ITOCF,ITOCF,55.8700,"$5,624,059,500"
OTC:VCISF,VCISF,142.7000,"$8,818,433,140"
NYSE:HWM,HWM,199.0600,"$1,018,000,000"
NASDAQ:ABNB,ABNB,128.5900,"$4,265,000,000"
OTC:MPNGF,MPNGF,13.0000,
NASDAQ:MDLZ,MDLZ,60.8100,"$2,861,000,000"
NYSE:ECL,ECL,276.5450,"$1,573,900,000"
OTC:BKFCF,BKFCF,0.8495,"$-1,531,350,668"
NYSE:NET,NET,220.6300,"$177,032,000"
NYSE:NU,NU,15.9550,"$6,417,561,000"
NASDAQ:CTAS,CTAS,191.1400,"$1,695,734,000"
NYSE:CM,CM,82.0500,"$2,025,286,619"
NYSE:TDG,TDG,1353.0450,"$1,906,000,000"
NYSE:ELV,ELV,341.9100,"$3,767,000,000"
OTC:TKOMF,TKOMF,39.4700,
NYSE:BK,BK,108.0150,
NYSE:CVNA,CVNA,349.6000,"$615,000,000"
NYSE:USB,USB,48.3034,
NYSE:EMR,EMR,133.4200,"$2,741,000,000"
NYSE:GLW,GLW,87.2800,"$1,194,000,000"
NYSE:UPS,UPS,88.0000,"$3,539,000,000"
NYSE:USB/PA,USB/PA,808.1500,
NYSE:USB/PR,USB/PR,16.9150,
NYSE:USB/PP,USB/PP,24.1016,
NYSE:USB/PQ,USB/PQ,15.8800,
NYSE:USB/PH,USB/PH,18.9903,
NYSE:USB/PS,USB/PS,19.6185,
NYSE:BK/PK,BK/PK,25.8700,
OTC:MZHOF,MZHOF,29.7865,
NASDAQ:MRVL,MRVL,85.5100,"$1,533,600,000"
NYSE:PNC,PNC,186.8400,
NYSE:JCI,JCI,112.4100,"$2,893,000,000"
NASDAQ:MAR,MAR,270.6300,"$1,682,000,000"
NASDAQ:TRI,TRI,162.8400,"$1,931,042,226"
NYSE:MSI,MSI,440.3900,"$2,384,000,000"
NYSE:AON,AON,338.7050,"$2,912,000,000"
OTC:DLEGF,DLEGF,5.7000,"$455,284,029"
OTC:BAESF,BAESF,24.9000,"$2,878,761,600"
NYSE:APO,APO,126.2500,"$4,905,000,000"
NYSE:AJG,AJG,281.1450,"$1,971,800,000"
NYSE:ITW,ITW,246.9001,"$2,724,000,000"
OTC:RCRRF,RCRRF,49.6600,"$4,136,747,301"
OTC:INGVF,INGVF,23.9430,
NYSE:VRT,VRT,185.9600,"$1,372,700,000"
OTC:CHGCF,CHGCF,43.2100,"$2,760,584,004"
OTC:MITSF,MITSF,24.8250,"$4,600,494,549"
NYSE:APOS,APOS,26.2630,"$4,905,000,000"
NYSE:APO/PA,APO/PA,66.4100,"$4,905,000,000"
OTC:CIXPF,CIXPF,9.9100,
NYSE:WMB,WMB,57.4100,"$1,805,000,000"
NYSE:TEL,TEL,237.0550,"$2,882,000,000"
OTC:BCLYF,BCLYF,5.0300,
NYSE:RSG,RSG,223.6700,"$2,356,000,000"
NYSE:CP,CP,75.2650,"$1,836,984,499"
NYSE:NSC,NSC,281.6525,"$2,099,000,000"
NYSE:FI,FI,125.6725,"$5,191,000,000"
OTC:LDNXF,LDNXF,132.3190,"$4,874,812,800"
NASDAQ:MNST,MNST,69.7800,"$1,854,994,000"
NYSE:VST,VST,200.1300,"$394,000,000"
OTC:HKXCF,HKXCF,53.5240,
OTC:CMXHF,CMXHF,139.5000,"$3,031,980,378"
NASDAQ:PYPL,PYPL,70.5150,"$5,292,000,000"
OTC:LLOBF,LLOBF,1.8800,
NYSE:EPD,EPD,31.0250,"$4,284,000,000"
NASDAQ:CSX,CSX,35.8000,"$1,552,000,000"
NASDAQ:ADSK,ADSK,312.9300,"$1,884,000,000"
OTC:SFBQF,SFBQF,1.4000,"$4,138,343,271"
NASDAQ:CRWV,CRWV,131.8300,"$-7,935,462,000"
OTC:AMXOF,AMXOF,1.0700,"$7,028,507,896"
NASDAQ:FTNT,FTNT,85.4000,"$2,032,700,000"
NYSE:DB,DB,33.5650,
NYSE:CNQ,CNQ,31.2100,"$5,911,990,499"
NASDAQ:WDAY,WDAY,244.0250,"$2,394,000,000"
NYSE:PWR,PWR,441.8750,"$1,358,244,000"
NYSE:ZTS,ZTS,146.5000,"$2,219,000,000"
OTC:LLDTF,LLDTF,1.1000,
NYSE:COR,COR,333.2800,"$1,141,589,000"
OTC:SEMHF,SEMHF,57.7500,"$3,088,689,780"
NYSE:GM,GM,68.8550,"$-1,748,000,000"
NYSE:AZO,AZO,3830.9900,
OTC:GMBXF,GMBXF,8.2000,"$3,062,610,380"
NYSE:CL,CL,78.4500,"$3,370,000,000"
OTC:CIIHF,CIIHF,4.0900,"$3,492,194,855"
NASDAQ:AEP,AEP,116.8600,"$-1,877,100,000"
NYSE:HLT,HLT,267.7300,"$2,389,000,000"
NASDAQ:REGN,REGN,579.6450,"$3,853,700,000"
NASDAQ:ALNY,ALNY,462.5900,"$-52,088,000"
OTC:THLEF,THLEF,295.0000,"$3,025,431,717"
OTC:SHECF,SHECF,30.6320,
NYSE:SRE,SRE,92.4650,"$-4,372,000,000"
NYSE:MPC,MPC,198.0500,"$3,647,000,000"
NYSE:TRV,TRV,269.7300,"$9,985,000,000"
OTC:RBSPF,RBSPF,7.4900,
NYSE:SREA,SREA,23.3500,"$-4,372,000,000"
NYSE:DLR/PK,DLR/PK,24.2900,
NYSE:DLR/PL,DLR/PL,22.4200,
NYSE:DLR/PJ,DLR/PJ,22.8760,
OTC:MKGAF,MKGAF,137.2550,"$2,547,992,370"
OTC:CMPGF,CMPGF,35.0760,"$2,698,009,379"
OTC:MBGAF,MBGAF,61.7500,"$19,811,435,820"
NYSE:FCX,FCX,41.3850,"$1,625,000,000"
NYSE:CNI,CNI,95.1700,"$2,375,373,000"
OTC:PBCRF,PBCRF,0.4770,"$3,681,122,039"
OTC:STOHF,STOHF,23.0700,"$8,351,320,556"
NYSE:URI,URI,917.8600,"$450,000,000"
NYSE:EOG,EOG,106.9450,"$4,522,000,000"
NYSE:SPG/PJ,SPG/PJ,53.4950,"$3,568,472,000"
OTC:GPDNF,GPDNF,90.3800,"$3,379,653,310"
OTC:TGOPF,TGOPF,58.9350,"$519,183,000"
OTC:NBNKF,NBNKF,16.8775,
OTC:WMMVF,WMMVF,3.3250,"$1,843,830,464"
NYSE:CMI,CMI,420.7100,"$1,652,000,000"
NYSE:ET/PI,ET/PI,11.6300,"$5,755,000,000"
NYSE:ET,ET,16.7899,"$5,755,000,000"
NASDAQ:AXON,AXON,733.5600,"$176,489,000"
NYSE:KMI,KMI,25.8750,
NYSE:AFL,AFL,107.3794,"$2,591,000,000"
OTC:CNSWF,CNSWF,2703.6200,"$2,356,058,830"
NYSE:CPNG,CPNG,31.3700,"$768,755,560"
NYSE:APD,APD,256.5450,"$-4,627,500,000"
NYSE:TFC,TFC,44.2750,
NYSE:FDX,FDX,241.3500,"$3,654,000,000"
OTC:CRARF,CRARF,18.6399,"$59,772,390,590"
OTC:ENGQF,ENGQF,23.2540,"$-10,090,662,340"
NYSE:TFC/PR,TFC/PR,20.3750,
NYSE:TFC/PO,TFC/PO,23.0161,
NYSE:TFC/PI,TFC/PI,22.0900,
OTC:ADYYF,ADYYF,1765.0800,"$4,422,038,991"
OTC:VOLVF,VOLVF,27.3500,"$2,597,727,000"
OTC:BAMXF,BAMXF,93.9200,"$-3,703,600,560"
NYSE:CMG,CMG,41.2593,"$1,465,861,000"
NYSE:MFC,MFC,32.5700,"$21,012,575,999"
NASDAQ:DDOG,DDOG,158.0400,"$925,459,000"
NASDAQ:NXPI,NXPI,218.4700,"$1,995,619,240"
NYSE:PSX,PSX,135.6800,"$1,488,000,000"
OTC:UCBJF,UCBJF,289.6500,"$1,447,749,710"
NYSE:LHX,LHX,292.8600,"$2,164,000,000"
NYSE:B,B,31.9650,"$1,955,589,305"
NYSE:F,F,13.6950,"$10,130,000,000"
NYSE:SLB,SLB,36.3200,"$4,087,000,000"
OTC:JAPAF,JAPAF,30.4800,"$2,864,974,320"
OTC:KDDIF,KDDIF,14.2500,"$3,368,940,012"
NYSE:PSA/PJ,PSA/PJ,20.0676,"$2,818,282,000"
NYSE:PSA/PS,PSA/PS,17.5543,"$2,818,282,000"
NYSE:PSA/PQ,PSA/PQ,16.9031,"$2,818,282,000"
NYSE:PSA/PI,PSA/PI,20.9701,"$2,818,282,000"
NYSE:PSA/PG,PSA/PG,21.8255,"$2,818,282,000"
NYSE:PSA/PL,PSA/PL,19.7000,"$2,818,282,000"
NYSE:PSA/PF,PSA/PF,22.5550,"$2,818,282,000"
NYSE:PSA/PK,PSA/PK,20.3700,"$2,818,282,000"
NYSE:PSA/PM,PSA/PM,17.5561,"$2,818,282,000"
NYSE:PSA/PP,PSA/PP,17.1301,"$2,818,282,000"
NYSE:PSA/PR,PSA/PR,17.1701,"$2,818,282,000"
NYSE:PSA/PH,PSA/PH,24.6299,"$2,818,282,000"
NYSE:PSA/PN,PSA/PN,16.4701,"$2,818,282,000"
NYSE:PSA/PO,PSA/PO,16.5800,"$2,818,282,000"
OTC:SNGNF,SNGNF,3.2550,"$1,470,018,260"
OTC:GLCNF,GLCNF,4.5600,"$815,179,004"
NYSE:VLO,VLO,172.4650,"$3,960,000,000"
NYSE:BDX,BDX,186.6800,"$2,550,000,000"
OTC:DGEAF,DGEAF,24.0600,"$2,842,588,539"
OTC:RBGPF,RBGPF,79.0900,"$2,896,608,000"
OTC:HOCPF,HOCPF,155.7640,"$1,338,179,211"
OTC:PINXF,PINXF,0.9738,"$16,613,404,366"
OTC:MIELF,MIELF,25.2500,"$1,906,524,945"
