ticker,name,close,change,change_abs,volume,market_cap_basic,price_earnings_ttm,sector,industry
OTC:FRSPF,FRSPF,0.66142,-1.2805970149253778,-0.008580000000000032,280315,64173547.27658,,Non-Energy Minerals,Other Metals/Minerals
OTC:AZREF,AZREF,1,0,0,100,64166359,,Utilities,Alternative Power Generation
OTC:SUMXF,SUMXF,2.61,0,0,100,64101259.13114753,,Consumer Non-Durables,Consumer Sundries
OTC:CNRSF,CNRSF,0.56,23.91573729863694,0.10808000000000006,1000,64022177.71428572,,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:PIII,PIII,8.88,1.0629822684542465,0.09340000000000082,3002,63823737,,Commercial Services,Miscellaneous Commercial Services
OTC:KEFI,KEFI,55,7.8431372549019605,4,3850,63764252,,Finance,Regional Banks
AMEX:WYY,WYY,6.52,2.6771653543307075,0.16999999999999993,31326,63745425.990551166,,Technology Services,Data Processing Services
NASDAQ:VRA,VRA,2.28,0.4405286343612241,0.009999999999999787,80889,63695268.21145374,,Consumer Non-Durables,Apparel/Footwear
NASDAQ:UPLD,UPLD,2.21,1.8433179723502322,0.040000000000000036,33359,63586335.9078341,,Technology Services,Information Technology Services
OTC:BBXIA,BBXIA,4.06,-0.9756097560975618,-0.040000000000000036,900,63377460,,Finance,Real Estate Development
OTC:VSQTF,VSQTF,0.6275,-1.9531250000000104,-0.012500000000000067,29500,63355521.463888876,26.531759890744116,Technology Services,Information Technology Services
OTC:ARSMF,ARSMF,0.31235,0.7580645161290384,0.0023500000000000187,611343,63340122.37057473,,Process Industries,Chemicals: Agricultural
OTC:EXNRF,EXNRF,0.195,-2.7673896783844425,-0.005549999999999999,98952,63261948.053571425,,Non-Energy Minerals,Precious Metals
NASDAQ:AAME,AAME,3.1,0.32362459546926314,0.010000000000000231,17184,63231406.27831715,31.250000000000004,Finance,Multi-Line Insurance
OTC:BGUUF,BGUUF,0.04,-33.33333333333333,-0.019999999999999997,15000,63149831.47213,2.0445035260530062,Non-Energy Minerals,Precious Metals
NASDAQ:DSY,DSY,0.6642,2.2003385136174765,0.01429999999999998,101380,63123870.969000004,,Miscellaneous,Miscellaneous
OTC:KARX,KARX,0.725,0,0,12000,63055530.125,,Consumer Non-Durables,Household/Personal Care
OTC:XBOTF,XBOTF,0.315,-2.77777777777778,-0.009000000000000008,356086,63008020.112359546,,Finance,Regional Banks
NASDAQ:ATPC,ATPC,1.26,0.8000000000000007,0.010000000000000009,19313,63006781.824,,Health Technology,Pharmaceuticals: Other
OTC:VLMGF,VLMGF,0.5576,0.06783651758185956,0.00037799999999998946,1999,62800935.298461534,,Miscellaneous,Miscellaneous
OTC:BLSTF,BLSTF,0.0375,-37.5,-0.0225,10000,62782674.23076923,,Non-Energy Minerals,Precious Metals
NASDAQ:RVPH,RVPH,0.65,14.537444933920707,0.08250000000000002,14519130,62619127.31277533,,Health Technology,Pharmaceuticals: Major
OTC:CZZLF,CZZLF,0.314,2.7150801439319507,0.008299999999999974,34002,62569649.6,,Consumer Non-Durables,Beverages: Non-Alcoholic
OTC:GRLVF,GRLVF,0.2398,-1.5195071868583085,-0.003699999999999981,108694,62567345.76529412,,Non-Energy Minerals,Other Metals/Minerals
OTC:SRCRF,SRCRF,0.23821,-3.2060138155221485,-0.007890000000000008,103963,62391513.0176232,,Non-Energy Minerals,Precious Metals
AMEX:OSTX,OSTX,1.86,2.7624309392265216,0.050000000000000044,92745,62370429.44751381,,Health Technology,Biotechnology
OTC:CBAF,CBAF,33.55,8.225806451612893,2.549999999999997,100,62200152.99999999,10.067516879219804,Finance,Regional Banks
OTC:TRBRF,TRBRF,0.577,2.4866785079928975,0.014000000000000012,50000,62196475.51851851,,Health Technology,Pharmaceuticals: Other
OTC:PCOGF,PCOGF,0.0075,24.999999999999993,0.0014999999999999996,250000,62145603.75,,Energy Minerals,Integrated Oil
OTC:AUXXF,AUXXF,0.655646,-6.1888682214909165,-0.043254000000000015,8680,62139600.96679387,,Non-Energy Minerals,Precious Metals
NASDAQ:PSTV,PSTV,0.6259,-1.4020163831127943,-0.008900000000000019,3562236,62129668.69202898,,Health Technology,Pharmaceuticals: Major
OTC:CRCUF,CRCUF,0.32,-2.809415337889136,-0.00924999999999998,2000,62069021.15555555,,Non-Energy Minerals,Precious Metals
OTC:KSBI,KSBI,56,0,0,700,62035458,7.341470129393411,Finance,Savings Banks
NASDAQ:WFCF,WFCF,12,-1.6393442622950762,-0.1999999999999993,1270,62018107.86885247,31.08003108003108,Commercial Services,Miscellaneous Commercial Services
OTC:CHEV,CHEV,5.5,0.9174311926605472,0.04999999999999982,3150,61854384.58715595,341.6149068322981,Distribution Services,Wholesale Distributors
NASDAQ:FATN,FATN,4.47,0.44943820224718145,0.019999999999999574,19747,61804311.95999999,,Technology Services,Packaged Software
OTC:BCOW,BCOW,10.3613,-0.1801541425818962,-0.018700000000000827,522,61735328.521425806,238.19080459770117,Finance,Savings Banks
OTC:ONXGF,ONXGF,0.896,-0.3115264797507815,-0.0028000000000000247,63500,61597517.0048,,Non-Energy Minerals,Precious Metals
NASDAQ:CNVS,CNVS,3.22,0.9404388714733621,0.03000000000000025,29642,61580591.216300935,24.029850746268657,Consumer Services,Movies/Entertainment
NASDAQ:CVGI,CVGI,1.665,1.5243902439024473,0.025000000000000133,23709,61578272.6890244,,Producer Manufacturing,Trucks/Construction/Farm Machinery
